cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age,strength,source,temperature,humidity
379.7144925259008,9.318996580124594,52.75140889306595,205.14298906215268,4.509923778603771,1029.8463470213069,678.3066344492331,90,46.3,SELFHEAL,25.3,0.92
355.55661753731704,52.98165189397056,18.358900510324013,162.60629700018887,4.011500980039068,1060.9242077788622,736.1788314896143,56,34.74,SELFHEAL,27.2,0.9
425.5785771050016,42.548939685436416,20.361442254269857,194.56724901395305,3.829294451792273,937.804202743574,706.3723255809161,7,21.79,SELFHEAL,25.9,0.94
418.4133723457687,11.782860398115105,0.5755241960465174,194.6792287480268,3.272730604015987,921.3166432898918,663.910738361898,28,28.41,SELFHEAL,24.1,0.83
387.8055277321108,53.610489087970215,45.17361901142841,175.6781736858086,3.0594033850565747,996.4935514013762,655.5319453318721,56,35.32,SELFHEAL,25.4,0.95
383.2367034447493,30.66530866745945,27.54850433718829,175.22665872656177,3.527473039855426,1031.8565698252405,712.1721292619832,14,30.85,SELFHEAL,23.3,0.93
366.9892316122829,16.179511770813626,17.156651323046404,201.9586865377032,2.0028045321286143,910.410559416917,658.3655520877654,28,24.07,SELFHEAL,29.1,0.99
395.3814927547693,82.32554655174049,37.7334928070675,208.2621616532305,3.001227208799773,944.3540489239024,612.0059605043704,7,15.38,SELFHEAL,24.8,0.85
305.66330074276186,98.44481006312732,49.11724725733711,183.05956062556132,2.6050277161027946,998.8736755236566,601.6065596063144,90,34.86,SELFHEAL,25.1,0.95
427.5851454476463,51.81532821506747,15.579719563489762,215.84550804074553,3.919797226768542,946.3341945636124,625.4224337719653,90,38.45,SELFHEAL,25.8,1.0
305.4091699716523,0.0287271854623405,12.595580868031266,174.35539751724264,4.984085719136032,1003.548540197859,710.5388310219593,56,24.57,SELFHEAL,22.8,0.98
310.29257579055883,28.44937870363794,66.38118419594399,165.40995145570903,4.57504486974077,1063.102975899738,633.9443269443103,28,31.06,SELFHEAL,27.6,1.0
444.4585709212629,40.3956469706496,0.3721161252900984,187.2855405195268,0.8751739340698206,1089.4030930355325,720.4413363858536,90,48.92,SELFHEAL,22.9,0.97
443.5064024377913,81.31473496063742,45.99151030191272,212.56678277458403,3.4709593073565004,1053.9934385467668,713.6209927570009,56,42.61,SELFHEAL,22.5,0.87
444.18580879524217,46.07204414645122,46.94612137199836,187.53090576004743,0.1367534876603693,944.0764645888104,705.1764151788467,7,18.05,SELFHEAL,24.7,0.96
420.0242090773553,35.30962654687778,42.85215259177875,184.74555833136097,3.504092761582771,918.6018860324184,701.0546875172721,28,37.66,SELFHEAL,22.4,0.97
423.1612034238795,93.13962398356628,38.12443632714317,164.56172923202135,1.7676896310808554,1081.9854917975777,674.8499010545524,90,59.2,SELFHEAL,28.1,0.9
329.94998086414637,87.2742498408298,16.54229058576079,204.12574391456985,1.0138327939413667,971.2054746687346,716.8407720774665,14,20.99,SELFHEAL,24.5,0.94
317.98177389821575,95.57796840624816,39.41318906177698,164.70925435832683,0.0331183807642831,963.0833811943836,734.7181800589278,90,49.04,SELFHEAL,18.6,0.8
432.148087282106,27.47330329627197,14.629749050375622,194.47116279696024,3.821311627179638,944.4185566159626,686.4997779521115,90,38.86,SELFHEAL,25.4,0.93
308.1222256933176,47.832007661204344,43.26143564734616,207.95619506679887,2.512376060608363,924.0736360821792,677.7307709232762,56,29.44,SELFHEAL,26.1,0.93
347.3476898177086,67.41030604448348,30.35424028695119,160.50511628917752,0.5037391306994926,951.9401538180596,682.2845100568783,28,30.34,SELFHEAL,24.2,1.0
335.5708728761318,61.308404313844775,29.27393208975414,188.28072188430733,2.493850083050984,980.1185194844448,667.6093487216784,14,22.54,SELFHEAL,22.3,0.92
385.71145772688743,68.60119121414925,65.13525313131197,218.7563471090314,3.6040772970746864,1071.261747748976,629.4094821205479,14,19.95,SELFHEAL,24.8,0.94
420.0056187351956,47.298702452829744,0.7793832877917684,204.3125208390719,2.1076033450513263,1044.112065904926,717.7999405040817,14,29.94,SELFHEAL,24.0,0.95
345.0051273230173,56.78345192053117,31.872152149066206,193.72830712430263,3.452715879803221,950.8579365559508,725.8457563406179,7,14.1,SELFHEAL,23.0,0.92
314.4452830216156,25.976912201167657,28.824526405543107,204.67559322773957,2.787457441234759,1035.9171702908227,690.8364048588553,28,20.0,SELFHEAL,22.9,0.99
386.5280634640468,53.84382544051023,78.34985064286536,198.99192898681653,1.4230436591472118,997.4987488608724,710.4789247143233,28,33.42,SELFHEAL,25.3,0.85
433.44486737073305,28.652357655578907,50.53697523867751,182.86425990477073,0.7242416913903371,1022.4620276266896,660.715908015781,14,31.74,SELFHEAL,26.8,1.0
436.0609576903404,34.362548759742026,25.078565071152585,164.74671564787604,3.2650654871522016,979.09106503613,733.1537709886935,28,36.68,SELFHEAL,25.9,0.95
417.1461055384649,74.78954984763247,41.67485533089997,216.3261900975547,2.2514432822908854,1032.404509561728,741.0656006006993,14,28.98,SELFHEAL,21.5,1.0
405.10453926370263,16.691046503965246,8.240745124550886,164.80388427253283,0.3189619979558011,905.2729826732482,659.5518781140254,56,43.96,SELFHEAL,26.2,0.81
414.7494558200394,26.24522642649871,12.42194896001295,164.9950720834412,3.274163377716749,1025.296136925238,619.6915665940296,56,42.6,SELFHEAL,26.5,0.83
425.7776668339312,66.35491353038046,68.8295053930714,161.71427758119478,1.6260065832823938,1074.1796546289088,740.228635749684,56,50.7,SELFHEAL,27.8,0.94
382.2817911708857,94.84861321570192,43.143005476615805,168.10689447948735,2.954154632895596,1004.6919608709017,695.9292373066218,56,40.62,SELFHEAL,23.1,0.98
346.4491992170995,53.96681221360596,64.37662129971625,180.83009800984783,2.209301527882672,931.143507813771,601.5833728016455,28,25.88,SELFHEAL,24.9,0.92
378.4974360637886,13.63004546156892,22.940979879616464,205.4976069247483,2.6754944402097576,986.0870626538468,643.9383919503582,56,34.99,SELFHEAL,26.1,0.98
334.68230902787377,37.36438765270336,32.93886952529077,160.43307910034605,2.8027717931980773,1042.9875965969532,696.8986198936291,56,36.94,SELFHEAL,23.9,1.0
424.2640283461936,7.920973317503465,50.02584114048589,173.2355455739708,2.583050309290673,1048.5853784262304,721.3212973648556,90,47.18,SELFHEAL,26.1,0.98
361.9355814769871,18.24071790026428,23.167623943302836,211.20892140349625,3.184463547741734,1040.0945195894744,673.7994021040828,90,29.77,SELFHEAL,25.0,0.96
348.09655847332857,96.97162176293936,1.7704708492383858,169.12895830704215,4.8616630249572355,946.5620995911912,622.6025540546233,28,31.4,SELFHEAL,23.3,0.95
374.0369329793618,31.15766852030555,63.956988154885615,180.51477123211757,4.989817230827997,906.3474242839942,612.0334645847375,56,31.46,SELFHEAL,23.5,0.92
412.58543724377904,26.65035782430537,31.39374200784247,168.76526954294965,2.7159597527290424,1065.6504094788663,618.2942334278656,14,30.7,SELFHEAL,27.5,0.95
415.22185062767846,77.12253330273346,35.4368753714336,174.93774163043403,3.688095062767543,1047.0645558401882,614.0940455956077,7,18.08,SELFHEAL,23.0,0.9
399.90118255702686,38.91229605782204,76.897111721104,172.50682792342852,4.681076233203083,1004.185250583502,637.9969110502633,14,35.84,SELFHEAL,22.7,0.91
395.7780018063035,88.75195760435425,69.09261325996803,171.923417908144,1.0889412452755145,986.8323301144144,602.2601557903293,7,23.33,SELFHEAL,25.7,0.98
419.1585596011207,39.58083002950532,19.447146659451633,195.08181160076688,4.844174647405496,974.2797326606468,613.4219854124511,90,38.76,SELFHEAL,24.9,0.93
323.6547684296063,61.864485843794114,74.46790276149017,165.48409313825275,4.9848655149176775,1028.9149793295835,705.1992210034505,7,18.37,SELFHEAL,22.4,0.91
418.7199366547819,23.267463085606355,78.53405687710668,167.5496474599136,3.942809128934368,1037.8499960568083,653.7251245875647,28,35.21,SELFHEAL,24.0,0.97
320.2098260641428,48.53021331625131,35.00000033320474,213.91978265620256,1.4735729822044847,937.3253457898207,652.1497018527398,56,26.17,SELFHEAL,23.4,0.97
409.86036151840693,83.13495933911199,73.15792015824368,176.5194677714982,2.7726015508302826,1008.3211904274116,668.111846969336,7,18.38,SELFHEAL,23.7,0.94
416.38768610137635,73.36577414388529,70.63458980245582,190.35746397631328,3.098673032851118,947.7573116432044,708.1505344025885,28,38.36,SELFHEAL,30.0,0.94
398.743412606973,38.74908401807357,41.92558150483619,192.33739129560428,2.487745797847736,964.4048111296656,614.4384445881849,90,39.18,SELFHEAL,24.4,0.97
398.83365452291054,93.77995366586318,14.291104002888666,162.62663580560388,0.1563687697827454,919.7507173297064,685.6518272032049,7,26.19,SELFHEAL,23.2,1.0
425.4449289909737,52.58213626144117,56.10512172597701,199.4752754970981,1.2796926516698903,1084.2070418726476,698.3624042847068,28,31.63,SELFHEAL,29.0,0.96
439.2605579157554,46.80591434316332,51.113337314546214,209.92466185090996,1.8046302556253924,1058.849915427616,608.7450036670748,56,40.08,SELFHEAL,26.8,0.89
392.5399988135125,73.43003382562706,66.75651985639605,191.7412498775064,0.389676874302457,1006.3322102804946,628.4190619660013,14,32.52,SELFHEAL,26.4,0.94
378.9288032690546,62.532505353915205,14.31183133031337,174.9257817432408,3.745971789886862,1053.2566840032105,686.4845488495715,56,46.69,SELFHEAL,23.3,0.93
401.1738845617182,42.707499029356256,8.328191737418953,202.1530249708484,3.9623079888670345,1099.6867144106564,666.4518254997432,90,38.91,SELFHEAL,27.4,0.9
352.8486112905498,99.1462990618127,25.972328689607387,178.90929976854383,1.858597562176856,964.6901840096912,636.108383420644,56,43.8,SELFHEAL,26.6,0.97
381.8439359373541,55.02387056212642,59.56626788025446,182.50378449218343,1.8000427246709083,1096.5912942357097,689.3644239935679,56,32.81,SELFHEAL,25.3,0.98
377.6414038260494,30.18416539323987,24.02671693825389,219.60472057327237,1.1094335174122003,1064.387984489423,703.457877586414,28,27.53,SELFHEAL,21.6,0.99
341.3935705115409,55.632308550676846,74.07379601693859,193.21978919711924,0.7735739310937795,1077.9250704976257,637.4785358827496,7,18.18,SELFHEAL,25.0,0.9
338.43657576785336,57.04871594890821,45.525194953609585,178.01814590032626,1.0871864011237753,1058.580838862856,625.9353736284484,7,20.89,SELFHEAL,28.5,0.96
423.8557866577328,57.623246177669806,72.61245137176755,201.3757060629939,2.9761560127979,1056.0243816016953,738.2807244780304,28,32.09,SELFHEAL,25.4,0.95
350.15844667099066,43.43043969312437,74.4196867155022,212.78755015901103,0.6027026425967552,1069.895633462521,739.2979748674866,14,18.33,SELFHEAL,24.2,0.97
395.0830654547571,5.4127948766823035,41.950668121088896,197.931617222348,1.5965827010545774,910.1039628291657,709.7367860347412,90,33.3,SELFHEAL,24.5,0.96
358.9324056778553,59.51321912948403,40.37834768896278,186.73697415866263,1.1104281407570715,929.6024801316694,650.4252267061305,28,31.91,SELFHEAL,24.7,0.95
371.3781981596059,54.81524050175495,21.00463812653958,204.71890228210884,1.992635186829534,1011.859235462708,673.1791649706499,56,37.8,SELFHEAL,23.4,0.94
397.8372658468753,61.59968375942019,58.853420331625806,171.76595802359324,1.2312292025355651,986.0131462267216,702.7106958524936,7,22.3,SELFHEAL,24.9,1.0
386.4027355867564,41.35820524658307,29.221411554996877,166.7517922841374,0.952448707846491,1097.5303833927458,692.4331491681755,28,38.75,SELFHEAL,27.9,0.91
